Descr,Degree of Truth
"For most records in test set with low localshimmer, contribution of localjitter is around zero",0.0
"For around half records in test set with low localshimmer, contribution of localjitter is around zero",0.17862027195723
"For few records in test set with low localshimmer, contribution of localjitter is around zero",0.6928278368256621
"For almost none records in test set with low localshimmer, contribution of localjitter is around zero",0.0
"For almost every records in test set with low localshimmer, contribution of localjitter is strongly positive",0.0
"For most records in test set with low localshimmer, contribution of localjitter is strongly positive",0.1775263835647257
"For around half records in test set with low localshimmer, contribution of localjitter is strongly positive",1.0
"For few records in test set with low localshimmer, contribution of localjitter is strongly positive",0.0
"For almost none records in test set with low localshimmer, contribution of localjitter is strongly positive",0.0
"For almost every records in test set with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For most records in test set with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For around half records in test set with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For few records in test set with low localshimmer, contribution of localshimmer is strongly negative",1.0
"For almost none records in test set with low localshimmer, contribution of localshimmer is strongly negative",1.0
